"id","nama_toko","id_toko","alamat","kontak","titik_lokasi","",""
"7924","Outlet Elat","79240067","Elat, Maluku","0067","-5.6578,132.9709","",""
"7925","Outlet Langgur","79250429","Langgur, Maluku","0429","-5.6669,132.7376","",""
"7926","Outlet Muara Bungo","79260963","Muara Bungo, Jambi","0963","-1.4902,102.1149","",""
"7927","Outlet Rantau Ambacang","79270683","Rantau Ambacang, Jambi","0683","-1.3977,101.9191","",""
"7928","Outlet Banding Agung","79280879","Banding Agung, Sumatera Selatan","0879","-4.8095,103.9244","",""
"7929","Outlet Muara Dua","79290944","Muara Dua, Sumatera Selatan","0944","-4.5318,104.074","",""
"7930","Outlet Pulauberingin","79300714","Pulauberingin, Sumatera Selatan","0714","-4.4998,103.6366","",""
"7931","Outlet Simpang","79310785","Simpang, Sumatera Selatan","0785","-4.4487,104.1922","",""
"7932","Outlet Sipagimbar","79320954","Sipagimbar, Sumatera Utara","0954","1.8307,99.3719","",""
"7933","Outlet Batangtoru","79330944","Batangtoru, Sumatera Utara","0944","1.4825,99.0657","",""
"7934","Outlet Kotabaru","79340541","Kotabaru, Sumatera Barat","0541","-1.1016,101.7603","",""
"7935","Outlet Pulau Punjung","79350949","Pulau Punjung, Sumatera Barat","0949","-0.959,101.5002","",""
"7936","Outlet Pintupadang","79360006","Pintupadang, Sumatera Utara","0006","1.2402,99.345","",""
"7937","Outlet Sipirok","79370001","Sipirok, Sumatera Utara","0001","1.6025,99.2738","",""
"7938","Outlet Kambang","7938046","Kambang, Sumatera Barat","046","-1.6904,100.7209","",""
"7939","Outlet Painan","79390213","Painan, Sumatera Barat","0213","-1.3517,100.5738","",""
"7940","Outlet Pasarkuok","79400207","Pasarkuok, Sumatera Barat","0207","-1.4414,100.622","",""
"7941","Outlet Pasarbaru","79410503","Pasarbaru, Sumatera Barat","0503","-1.3051,100.51","",""
"7942","Outlet Mandarahan","79420982","Mandarahan, Sumatera Barat","0982","-1.7961,100.8295","",""
"7943","Outlet Jailolo","7943077","Jailolo, Maluku Utara","077","1.065,127.4679","",""
"7944","Outlet Susupu","79440671","Susupu, Maluku Utara","0671","1.1513,127.4324","",""
"7945","Outlet Tongutisungi","79450182","Tongutisungi, Maluku Utara","0182","1.4981,127.5557","",""
"7946","Outlet Parigi","79460251","Parigi, Sulawesi Tengah","0251","-0.8156,120.1768","",""
"7947","Outlet Modayag","79470573","Modayag, Sulawesi Utara","0573","0.7105,124.3838","",""
"7948","Outlet Harian","79480921","Harian, Sumatera Utara","0921","2.5561,98.6625","",""
"7949","Outlet Ambarita","7949009","Ambarita, Sumatera Utara","009","2.6814,98.8311","",""
"7950","Outlet Mogang","79500523","Mogang, Sumatera Utara","0523","2.4697,98.8043","",""
"7951","Outlet Pangururan","7951084","Pangururan, Sumatera Utara","084","2.6081,98.6961","",""
"7952","Outlet Tutuyan","7952069","Tutuyan, Sulawesi Utara","069","0.7654,124.6144","",""
"7953","Outlet Nainggolan","7953041","Nainggolan, Sumatera Utara","041","2.4361,98.8852","",""
"7954","Outlet Kotabunan","79540115","Kotabunan, Sulawesi Utara","0115","0.8122,124.6555","",""
"7955","Outlet Masmambang","79550177","Masmambang, Bengkulu","0177","-4.1642,102.7004","",""
"7956","Outlet Tais","79560136","Tais, Bengkulu","0136","-4.0754,102.5774","",""
"7957","Outlet Sungai Segajah","79570393","Sungai Segajah, Riau","0393","2.0718,100.6412","",""
"7958","Outlet Parit Junus","79580879","Parit Junus, Riau","0879","2.0682,100.5908","",""
"7959","Outlet Pasir","7959094","Pasir, Riau","094","2.1399,100.8075","",""
"7960","Outlet Rantau Panjang Kiri","79600599","Rantau Panjang Kiri, Riau","0599","2.0502,100.6323","",""
"7961","Outlet Bintang","79610152","Bintang, Riau","0152","2.1367,100.8139","",""
"7962","Outlet Parit Kali Patopah","79620896","Parit Kali Patopah, Riau","0896","2.0204,100.6454","",""
"7963","Outlet Bagan Hulu Baru","79630996","Bagan Hulu Baru, Riau","0996","2.1488,100.8071","",""
"7964","Outlet Kampung Jawa","79640641","Kampung Jawa, Riau","0641","2.1767,100.8171","",""
"7965","Outlet Tanjung Lumba-lumba","79650667","Tanjung Lumba-lumba, Riau","0667","2.0883,100.65","",""
"7966","Outlet Labuhan Tangga Besar","79660165","Labuhan Tangga Besar, Riau","0165","2.0332,100.8882","",""
"7967","Outlet Simpang Bandung","79670377","Simpang Bandung, Riau","0377","2.0734,100.5854","",""
"7968","Outlet Simpang Pasir","79680521","Simpang Pasir, Riau","0521","2.0825,100.5921","",""
"7969","Outlet Parit Aman","7969025","Parit Aman, Riau","025","2.1997,100.8132","",""
"7970","Outlet Bagan Si Api-api","79700002","Bagan Si Api-api, Riau","0002","2.1667,100.8167","",""
"7971","Outlet Bagan Hilir","79710868","Bagan Hilir, Riau","0868","2.1805,100.8106","",""
"7972","Outlet Serusa","7972094","Serusa, Riau","094","2.2195,100.8193","",""
"7973","Outlet Sedinginan","79730239","Sedinginan, Riau","0239","1.5538,101.0152","",""
"7974","Outlet Sungai Maja","79740356","Sungai Maja, Riau","0356","2.0385,100.6387","",""
"7975","Outlet Sijunjung","79750118","Sijunjung, Sumatera Barat","0118","-0.7005,100.9774","",""
"7976","Outlet Kumanis","79760141","Kumanis, Sumatera Barat","0141","-0.5497,100.831","",""
"7977","Outlet Sumpur Kudus","79770856","Sumpur Kudus, Sumatera Barat","0856","-0.4418,100.9088","",""
"7978","Outlet Tanjungampalu","7978074","Tanjungampalu, Sumatera Barat","074","-0.6221,100.8251","",""
"7979","Outlet Muaro","79790221","Muaro, Sumatera Barat","0221","-0.6639,100.9582","",""
"7980","Outlet Tanjunggadang","79800598","Tanjunggadang, Sumatera Barat","0598","-0.7783,101.1982","",""
"7981","Outlet Kototujuh","79810553","Kototujuh, Sumatera Barat","0553","-0.6361,100.889","",""
"7982","Outlet Kwandang","79820825","Kwandang, Gorontalo","0825","0.8348,122.915","",""
"7983","Outlet Gosong Telaga","79830401","Gosong Telaga, Aceh","0401","2.2786,97.9268","",""
"7984","Outlet Tanta","79840985","Tanta, Kalimantan Selatan","0985","-2.2285,115.4522","",""
"7985","Outlet Danauparis","79850727","Danauparis, Aceh","0727","2.411,98.0854","",""
"7986","Outlet Haruai","79860858","Haruai, Kalimantan Selatan","0858","-2.0154,115.5072","",""
"7987","Outlet Singkil","79870691","Singkil, Aceh","0691","2.2874,97.7884","",""
"7988","Outlet Rimo","79880861","Rimo, Aceh","0861","2.3594,97.9608","",""
"7989","Outlet Tanjung","79890643","Tanjung, Kalimantan Selatan","0643","-2.1709,115.4077","",""
"7990","Outlet Pulo Batal","7990006","Pulo Batal, Aceh","006","2.2253,97.2341","",""
"7991","Outlet Kuala Baru Sungai","79910863","Kuala Baru Sungai, Aceh","0863","2.4078,97.7405","",""
"7992","Outlet Kelua","79920119","Kelua, Kalimantan Selatan","0119","-2.2048,115.3993","",""
"7993","Outlet Pasararba","79930242","Pasararba, Kalimantan Selatan","0242","-2.2591,115.3166","",""
"7994","Outlet Muarauya","79940923","Muarauya, Kalimantan Selatan","0923","-1.8875,115.595","",""
"7995","Outlet Kuala Baru","79950122","Kuala Baru, Aceh","0122","2.2473,97.787","",""
"7996","Outlet Senayan","79960478","Senayan, Nusa Tenggara Barat","0478","-8.6127,116.8505","",""
"7997","Outlet Meraran","79970431","Meraran, Nusa Tenggara Barat","0431","-8.6882,116.8493","",""
"7998","Outlet Liang","79980912","Liang, Nusa Tenggara Barat","0912","-8.8601,116.8293","",""
"7999","Outlet Labuhanlalar","79990739","Labuhanlalar, Nusa Tenggara Barat","0739","-8.8146,116.8157","",""
"8000","Outlet Tepas","80000206","Tepas, Nusa Tenggara Barat","0206","-8.7167,116.9167","",""
"8001","Outlet Taliwang","80010126","Taliwang, Nusa Tenggara Barat","0126","-8.7449,116.8532","",""
"8002","Outlet Seteluk Tengah","80020508","Seteluk Tengah, Nusa Tenggara Barat","0508","-8.6263,116.8641","",""
"8003","Outlet Bugis","80030119","Bugis, Nusa Tenggara Barat","0119","-8.7422,116.842","",""
"8004","Outlet Seteluk Atas","80040825","Seteluk Atas, Nusa Tenggara Barat","0825","-8.6282,116.8695","",""
"8005","Outlet Besisora","80050219","Besisora, Nusa Tenggara Barat","0219","-8.8579,116.8277","",""
"8006","Outlet Seteluk","80060682","Seteluk, Nusa Tenggara Barat","0682","-8.6255,116.8667","",""
"8007","Outlet Goa","80070767","Goa, Nusa Tenggara Barat","0767","-8.8477,116.8164","",""
"8008","Outlet Airsuning","8008008","Airsuning, Nusa Tenggara Barat","008","-8.6508,116.8547","",""
"8009","Outlet Sekongkang Bawah","80090458","Sekongkang Bawah, Nusa Tenggara Barat","0458","-8.9659,116.7492","",""
"8010","Outlet Wiralaga Mulya","80100524","Wiralaga Mulya, Lampung","0524","-3.8428,105.4939","",""
"8011","Outlet Muraloka","80110245","Muraloka, Nusa Tenggara Barat","0245","-8.7721,116.8793","",""
"8012","Outlet Motong","80120235","Motong, Nusa Tenggara Barat","0235","-8.7433,116.8532","",""
"8013","Outlet Menala","80130156","Menala, Nusa Tenggara Barat","0156","-8.744,116.8565","",""
"8014","Outlet Menggala","80140728","Menggala, Lampung","0728","-4.4713,105.2521","",""
"8015","Outlet Mantar","80150978","Mantar, Nusa Tenggara Barat","0978","-8.616,116.8257","",""
"8016","Outlet Dalam","80160044","Dalam, Nusa Tenggara Barat","0044","-8.7417,116.8486","",""
"8017","Outlet Sampir","80170365","Sampir, Nusa Tenggara Barat","0365","-8.742,116.8564","",""
"8018","Outlet Jereweh","80180632","Jereweh, Nusa Tenggara Barat","0632","-8.8571,116.8234","",""
"8019","Outlet Rempe","80190137","Rempe, Nusa Tenggara Barat","0137","-8.6472,116.8663","",""
"8020","Outlet Mislak","80200864","Mislak, Kepulauan Bangka Belitung","0864","-1.7281,105.4532","",""
"8021","Outlet Jebus","80210538","Jebus, Kepulauan Bangka Belitung","0538","-1.743,105.4553","",""
"8022","Outlet Teritip","80220244","Teritip, Kepulauan Bangka Belitung","0244","-1.8335,105.3699","",""
"8023","Outlet Muntok","80230514","Muntok, Kepulauan Bangka Belitung","0514","-2.0672,105.1623","",""
"8024","Outlet Kelapa","80240151","Kelapa, Kepulauan Bangka Belitung","0151","-1.8776,105.6766","",""
"8025","Outlet Tongkiling","80250864","Tongkiling, Kalimantan Tengah","0864","-2.1357,113.8755","",""
"8026","Outlet Taramana","80260831","Taramana, Nusa Tenggara Timur","0831","-8.1675,124.8507","",""
"8027","Outlet Lewolang","80270078","Lewolang, Nusa Tenggara Timur","0078","-8.2653,124.4281","",""
"8028","Outlet Pandai","80280974","Pandai, Nusa Tenggara Timur","0974","-8.1894,124.2612","",""
"8029","Outlet Akubala","80290034","Akubala, Nusa Tenggara Timur","0034","-8.2613,125.1384","",""
"8030","Outlet Binongko","80300617","Binongko, Nusa Tenggara Timur","0617","-8.218,124.5134","",""
"8031","Outlet Bunggeta","80310411","Bunggeta, Nusa Tenggara Timur","0411","-8.3426,124.6294","",""
"8032","Outlet Kabir","80320785","Kabir, Nusa Tenggara Timur","0785","-8.2545,124.2145","",""
"8033","Outlet Moru","80330673","Moru, Nusa Tenggara Timur","0673","-8.2568,124.5155","",""
"8034","Outlet Mauta","80340755","Mauta, Nusa Tenggara Timur","0755","-8.4631,124.1308","",""
"8035","Outlet Mataraben","80350518","Mataraben, Nusa Tenggara Timur","0518","-8.3739,124.4172","",""
"8036","Outlet Tamalabang","8036061","Tamalabang, Nusa Tenggara Timur","061","-8.3527,124.2572","",""
"8037","Outlet Watatuku","80370682","Watatuku, Nusa Tenggara Timur","0682","-8.2116,124.5598","",""
"8038","Outlet Tukbur","80380612","Tukbur, Nusa Tenggara Timur","0612","-8.3884,124.6616","",""
"8039","Outlet Wahawaha","80390719","Wahawaha, Nusa Tenggara Timur","0719","-8.1654,124.5403","",""
"8040","Outlet Muyaka","80400044","Muyaka, Nusa Tenggara Timur","0044","-8.2824,125.0434","",""
"8041","Outlet Nuhawala","80410487","Nuhawala, Nusa Tenggara Timur","0487","-8.3747,124.2389","",""
"8042","Outlet Kemang","80420761","Kemang, Nusa Tenggara Timur","0761","-8.1658,124.7548","",""
"8043","Outlet Doibang","80430465","Doibang, Nusa Tenggara Timur","0465","-8.196,124.5015","",""
"8044","Outlet Makemi","80440801","Makemi, Nusa Tenggara Timur","0801","-8.2146,124.6893","",""
"8045","Outlet Bakalang","80450237","Bakalang, Nusa Tenggara Timur","0237","-8.2658,124.2986","",""
"8046","Outlet Pantaimakasar","80460236","Pantaimakasar, Nusa Tenggara Timur","0236","-8.2693,124.4097","",""
"8047","Outlet Buraga","80470493","Buraga, Nusa Tenggara Timur","0493","-8.4205,124.4871","",""
"8048","Outlet Paitoko","80480906","Paitoko, Nusa Tenggara Timur","0906","-8.3633,124.8944","",""
"8049","Outlet Kalunan","80490578","Kalunan, Nusa Tenggara Timur","0578","-8.39,124.6683","",""
"8050","Outlet Kiraman","80500869","Kiraman, Nusa Tenggara Timur","0869","-8.4004,124.7506","",""
"8051","Outlet Maritaing","80510479","Maritaing, Nusa Tenggara Timur","0479","-8.2907,125.1242","",""
"8052","Outlet Buyungta","80520024","Buyungta, Nusa Tenggara Timur","0024","-8.1633,124.5918","",""
"8053","Outlet Kikilai","80530173","Kikilai, Nusa Tenggara Timur","0173","-8.2646,124.5228","",""
"8054","Outlet Masape","80540958","Masape, Nusa Tenggara Timur","0958","-8.2853,124.6892","",""
"8055","Outlet Baranusa","8055073","Baranusa, Nusa Tenggara Timur","073","-8.3622,124.0888","",""
"8056","Outlet Lakateng","8056086","Lakateng, Nusa Tenggara Timur","086","-8.2357,124.9124","",""
"8057","Outlet Marica","80570225","Marica, Nusa Tenggara Timur","0225","-8.3488,123.9663","",""
"8058","Outlet Bukapiting","80580186","Bukapiting, Nusa Tenggara Timur","0186","-8.1812,124.7606","",""
"8059","Outlet Latuna","80590415","Latuna, Nusa Tenggara Timur","0415","-8.3923,124.0558","",""
"8060","Outlet Kamentaha","806002","Kamentaha, Nusa Tenggara Timur","02","-8.197,124.6119","",""
"8061","Outlet Batutanata","80610648","Batutanata, Nusa Tenggara Timur","0648","-8.2148,124.5256","",""
"8062","Outlet Silonang","80620325","Silonang, Nusa Tenggara Timur","0325","-8.3217,124.7213","",""
"8063","Outlet Mademang","8063061","Mademang, Nusa Tenggara Timur","061","-8.3848,124.8346","",""
"8064","Outlet Maiwal","80640574","Maiwal, Nusa Tenggara Timur","0574","-8.3246,124.519","",""
"8065","Outlet Lantoka","80650685","Lantoka, Nusa Tenggara Timur","0685","-8.258,124.9326","",""
"8066","Outlet Atengmelang","80660246","Atengmelang, Nusa Tenggara Timur","0246","-8.2262,124.6706","",""
"8067","Outlet Apui","80670266","Apui, Nusa Tenggara Timur","0266","-8.2732,124.7231","",""
"8068","Outlet Maikawada","80680263","Maikawada, Nusa Tenggara Timur","0263","-8.2816,124.7128","",""
"8069","Outlet Ulimonong","80690905","Ulimonong, Nusa Tenggara Timur","0905","-8.2399,124.4052","",""
"8070","Outlet Maliang","80700806","Maliang, Nusa Tenggara Timur","0806","-8.3828,124.1307","",""
"8071","Outlet Fa’aming","8071083","Fa’aming, Nusa Tenggara Timur","083","-8.2715,124.4485","",""
"8072","Outlet Aloindonu","80720896","Aloindonu, Nusa Tenggara Timur","0896","-8.1577,124.5079","",""
"8073","Outlet Jembayan Hitam","80730983","Jembayan Hitam, Nusa Tenggara Timur","0983","-8.2211,124.5432","",""
"8074","Outlet Puntaru","80740714","Puntaru, Nusa Tenggara Timur","0714","-8.4498,124.054","",""
"8075","Outlet Solangbali","80750649","Solangbali, Nusa Tenggara Timur","0649","-8.2766,124.3488","",""
"8076","Outlet Tobitambor","80760735","Tobitambor, Nusa Tenggara Timur","0735","-8.2464,124.2204","",""
"8077","Outlet Lawaikanal","80770817","Lawaikanal, Nusa Tenggara Timur","0817","-8.1697,124.7726","",""
"8078","Outlet Dulolong","80780111","Dulolong, Nusa Tenggara Timur","0111","-8.2547,124.4476","",""
"8079","Outlet Kokar","80790303","Kokar, Nusa Tenggara Timur","0303","-8.1629,124.4473","",""
"8080","Outlet Kalabahi","80800817","Kalabahi, Nusa Tenggara Timur","0817","-8.2167,124.5167","",""
"8081","Outlet Apuri","80810614","Apuri, Nusa Tenggara Timur","0614","-8.3161,124.3651","",""
"8082","Outlet Alemba","80820817","Alemba, Nusa Tenggara Timur","0817","-8.1518,124.7436","",""
"8083","Outlet Welai","80830796","Welai, Nusa Tenggara Timur","0796","-8.2354,124.5605","",""
"8084","Outlet Kampungraja","80840435","Kampungraja, Nusa Tenggara Timur","0435","-8.216,124.5175","",""
"8085","Outlet Seieng","80850053","Seieng, Nusa Tenggara Timur","0053","-8.1824,124.4326","",""
"8086","Outlet Pumai","80860113","Pumai, Nusa Tenggara Timur","0113","-8.1904,124.7748","",""
"8087","Outlet Padangalang","80870057","Padangalang, Nusa Tenggara Timur","0057","-8.3786,124.714","",""
"8088","Outlet Mainang","80880916","Mainang, Nusa Tenggara Timur","0916","-8.2831,124.6254","",""
"8089","Outlet Tongbang","80890066","Tongbang, Nusa Tenggara Timur","0066","-8.2135,124.539","",""
"8090","Outlet Likwatang Timur","80900713","Likwatang Timur, Nusa Tenggara Timur","0713","-8.1649,124.668","",""
"8091","Outlet Sifala","80910507","Sifala, Nusa Tenggara Timur","0507","-8.4371,124.5441","",""
"8092","Outlet Dumoga","80920395","Dumoga, Sulawesi Utara","0395","0.6096,124.0826","",""
"8093","Outlet Passi","80930744","Passi, Sulawesi Utara","0744","0.7655,124.2982","",""
"8094","Outlet Lolak","80940965","Lolak, Sulawesi Utara","0965","0.8755,124.0098","",""
"8095","Outlet Bilalang","80950355","Bilalang, Sulawesi Utara","0355","0.7729,124.301","",""
"8096","Outlet Lolayan","80960707","Lolayan, Sulawesi Utara","0707","0.646,124.3074","",""
"8097","Outlet Bolaang","80970094","Bolaang, Sulawesi Utara","0094","0.9411,124.1556","",""
"8098","Outlet Semurup","80980192","Semurup, Jambi","0192","-1.9917,101.369","",""
"8099","Outlet Siulak","80990286","Siulak, Jambi","0286","-1.9467,101.3342","",""
"8100","Outlet Siulak Deras Mudik","81000424","Siulak Deras Mudik, Jambi","0424","-1.8951,101.3","",""
"8101","Outlet Tubunain","81010823","Tubunain, Nusa Tenggara Timur","0823","-9.9815,124.1179","",""
"8102","Outlet Tangkanpulit","81020207","Tangkanpulit, Nusa Tenggara Barat","0207","-8.6603,117.1735","",""
"8103","Outlet Jorok Dalam","81030273","Jorok Dalam, Nusa Tenggara Barat","0273","-8.4112,117.1353","",""
"8104","Outlet Mapinkebak","81040214","Mapinkebak, Nusa Tenggara Barat","0214","-8.5496,116.9417","",""
"8105","Outlet Karangtengah","81050207","Karangtengah, Nusa Tenggara Barat","0207","-8.9016,117.7436","",""
"8106","Outlet Ongko","8106007","Ongko, Nusa Tenggara Barat","007","-8.7392,118.0436","",""
"8107","Outlet Batutering","81070921","Batutering, Nusa Tenggara Barat","0921","-8.6664,117.4795","",""
"8108","Outlet Karangdima","81080572","Karangdima, Nusa Tenggara Barat","0572","-8.4754,117.3918","",""
"8109","Outlet Mungkin","81090198","Mungkin, Nusa Tenggara Barat","0198","-8.7511,117.1271","",""
"8110","Outlet Labuhanaji","81100792","Labuhanaji, Nusa Tenggara Barat","0792","-8.2189,117.4861","",""
"8111","Outlet Lunyuk Ode","81110291","Lunyuk Ode, Nusa Tenggara Barat","0291","-8.9709,117.216","",""
"8112","Outlet Satowebrang","81120216","Satowebrang, Nusa Tenggara Barat","0216","-8.416,117.1266","",""
"8113","Outlet Ngeru","81130828","Ngeru, Nusa Tenggara Barat","0828","-8.5171,117.5158","",""
"8114","Outlet Tatebal","81140399","Tatebal, Nusa Tenggara Barat","0399","-8.7536,117.3536","",""
"8115","Outlet Marenteh","81150873","Marenteh, Nusa Tenggara Barat","0873","-8.5472,117.0181","",""
"8116","Outlet Semongkat","81160369","Semongkat, Nusa Tenggara Barat","0369","-8.5721,117.3193","",""
"8117","Outlet Karangbugis","81170715","Karangbugis, Nusa Tenggara Barat","0715","-8.4966,117.4219","",""
"8118","Outlet Tengah Satu","81180063","Tengah Satu, Nusa Tenggara Barat","0063","-8.4183,117.1308","",""
"8119","Outlet Karangbalong","81190558","Karangbalong, Nusa Tenggara Barat","0558","-8.4898,117.4248","",""
"8120","Outlet Osapsio","81200803","Osapsio, Nusa Tenggara Barat","0803","-8.4788,117.4132","",""
"8121","Outlet Krida","81210199","Krida, Nusa Tenggara Barat","0199","-8.978,117.1875","",""
"8122","Outlet Labuhankuris","81220708","Labuhankuris, Nusa Tenggara Barat","0708","-8.5806,117.6344","",""
"8123","Outlet Boal Atas","81230212","Boal Atas, Nusa Tenggara Barat","0212","-8.7914,117.9626","",""
"8124","Outlet Labuhanjambu","81240705","Labuhanjambu, Nusa Tenggara Barat","0705","-8.6962,118.0205","",""
"8125","Outlet Semamung","81250505","Semamung, Nusa Tenggara Barat","0505","-8.6515,117.4288","",""
"8126","Outlet Rhee Beru","81260916","Rhee Beru, Nusa Tenggara Barat","0916","-8.4182,117.236","",""
"8127","Outlet Marisgama","81270495","Marisgama, Nusa Tenggara Barat","0495","-8.9117,117.684","",""
"8128","Outlet Labuhanmapin","81280835","Labuhanmapin, Nusa Tenggara Barat","0835","-8.5193,116.9398","",""
"8129","Outlet Pisangkemeng","81290768","Pisangkemeng, Nusa Tenggara Barat","0768","-8.8025,117.7774","",""
"8130","Outlet Plampang","81300879","Plampang, Nusa Tenggara Barat","0879","-8.7974,117.7791","",""
"8131","Outlet Alas","81310659","Alas, Nusa Tenggara Barat","0659","-8.5146,116.9935","",""
"8132","Outlet Sebewe","81320717","Sebewe, Nusa Tenggara Barat","0717","-8.4788,117.4788","",""
"8133","Outlet Sobeok","81330569","Sobeok, Nusa Tenggara Barat","0569","-8.7582,117.186","",""
"8134","Outlet Tepal","81340183","Tepal, Nusa Tenggara Barat","0183","-8.6261,117.1787","",""
"8135","Outlet Utan","81350119","Utan, Nusa Tenggara Barat","0119","-8.4129,117.1332","",""
"8136","Outlet Labuhansumbawa","81360804","Labuhansumbawa, Nusa Tenggara Barat","0804","-8.4726,117.4014","",""
"8137","Outlet Lukkarya","8137099","Lukkarya, Nusa Tenggara Barat","099","-8.4288,117.2881","",""
"8138","Outlet Poto","81380538","Poto, Nusa Tenggara Barat","0538","-8.4989,117.4785","",""
"8139","Outlet Penyaring Bawah","81390732","Penyaring Bawah, Nusa Tenggara Barat","0732","-8.4701,117.4663","",""
"8140","Outlet Orong","81400937","Orong, Nusa Tenggara Barat","0937","-8.413,117.1296","",""
"8141","Outlet Labuhanbadas","81410451","Labuhanbadas, Nusa Tenggara Barat","0451","-8.4637,117.3681","",""
"8142","Outlet Sebasang","81420965","Sebasang, Nusa Tenggara Barat","0965","-8.6502,117.4461","",""
"8143","Outlet Teluksantong","81430652","Teluksantong, Nusa Tenggara Barat","0652","-8.7218,117.8884","",""
"8144","Outlet Sukamaju","81440103","Sukamaju, Nusa Tenggara Barat","0103","-8.9738,117.2018","",""
"8145","Outlet Sebedo","81450234","Sebedo, Nusa Tenggara Barat","0234","-8.4287,117.1631","",""
"8146","Outlet Muer","81460632","Muer, Nusa Tenggara Barat","0632","-8.749,117.7305","",""
"8147","Outlet Maronge","81470637","Maronge, Nusa Tenggara Barat","0637","-8.6715,117.707","",""
"8148","Outlet Parang","81480248","Parang, Nusa Tenggara Barat","0248","-8.744,117.9813","",""
"8149","Outlet Baodesasampar","81490595","Baodesasampar, Nusa Tenggara Barat","0595","-8.6393,117.1508","",""
"8150","Outlet Kembansari","8150085","Kembansari, Nusa Tenggara Barat","085","-8.4811,117.4096","",""
"8151","Outlet Bantu","81510778","Bantu, Nusa Tenggara Barat","0778","-8.7334,118.0271","",""
"8152","Outlet Ampu","81520685","Ampu, Nusa Tenggara Barat","0685","-8.723,118.0054","",""
"8153","Outlet Juranalas","81530952","Juranalas, Nusa Tenggara Barat","0952","-8.523,116.9973","",""
"8154","Outlet Lopok","81540491","Lopok, Nusa Tenggara Barat","0491","-8.608,117.5475","",""
"8155","Outlet Lunyuk Rea","81550063","Lunyuk Rea, Nusa Tenggara Barat","0063","-8.9617,117.218","",""
"8156","Outlet Songkar B","81560621","Songkar B, Nusa Tenggara Barat","0621","-8.4849,117.4974","",""
"8157","Outlet Labangka Satu","81570563","Labangka Satu, Nusa Tenggara Barat","0563","-8.9001,117.7682","",""
"8158","Outlet Mekarjaya","81580087","Mekarjaya, Nusa Tenggara Barat","0087","-8.8875,117.7929","",""
"8159","Outlet Muhajirin","8159099","Muhajirin, Nusa Tenggara Barat","099","-8.9027,117.7183","",""
"8160","Outlet Padasuka","8160088","Padasuka, Nusa Tenggara Barat","088","-8.9933,117.207","",""
"8161","Outlet Lekong","81610576","Lekong, Nusa Tenggara Barat","0576","-8.5346,116.9657","",""
"8162","Outlet Seseng","81620103","Seseng, Nusa Tenggara Barat","0103","-8.4675,117.2304","",""
"8163","Outlet Lenangguar","81630239","Lenangguar, Nusa Tenggara Barat","0239","-8.7356,117.3653","",""
"8164","Outlet Gontar","81640368","Gontar, Nusa Tenggara Barat","0368","-8.5112,116.9775","",""
"8165","Outlet Kelungkung","816503","Kelungkung, Nusa Tenggara Barat","03","-8.5518,117.3368","",""
"8166","Outlet Lunyuk","8166051","Lunyuk, Nusa Tenggara Barat","051","-8.9676,117.2169","",""
"8167","Outlet Kalimango","81670592","Kalimango, Nusa Tenggara Barat","0592","-8.5221,116.9954","",""
"8168","Outlet Motong Barat","81680371","Motong Barat, Nusa Tenggara Barat","0371","-8.4152,117.1311","",""
"8169","Outlet Sumbawa Besar","81690132","Sumbawa Besar, Nusa Tenggara Barat","0132","-8.4901,117.4209","",""
"8170","Outlet Simu","81700366","Simu, Nusa Tenggara Barat","0366","-8.6686,117.6898","",""
"8171","Outlet Dalam","81710044","Dalam, Nusa Tenggara Barat","0044","-8.5155,116.9953","",""
"8172","Outlet Mapinrea","81720887","Mapinrea, Nusa Tenggara Barat","0887","-8.5596,116.9463","",""
"8173","Outlet Baturotok","81730479","Baturotok, Nusa Tenggara Barat","0479","-8.6651,117.146","",""
"8174","Outlet Batudulang","81740738","Batudulang, Nusa Tenggara Barat","0738","-8.5873,117.2809","",""
"8175","Outlet Sempe Atas","81750293","Sempe Atas, Nusa Tenggara Barat","0293","-8.6546,117.3629","",""
"8176","Outlet Luar","81760843","Luar, Nusa Tenggara Barat","0843","-8.519,116.9933","",""
"8177","Outlet Baru","81770784","Baru, Nusa Tenggara Barat","0784","-8.5229,116.9928","",""
"8178","Outlet Bosnik","81780808","Bosnik, Papua","0808","-1.1572,136.2283","",""
"8179","Outlet Korem","81790009","Korem, Papua","0009","-0.9,136.0408","",""
"8180","Outlet Kameri","81800861","Kameri, Papua","0861","-0.9821,134.8046","",""
"8181","Outlet Wardo","81810439","Wardo, Papua","0439","-1.0623,135.8416","",""
"8182","Outlet Fatupael","8182055","Fatupael, Nusa Tenggara Timur","055","-9.7054,123.9555","",""
"8183","Outlet Oesao","81830668","Oesao, Nusa Tenggara Timur","0668","-10.1201,123.8115","",""
"8184","Outlet Babau","81840358","Babau, Nusa Tenggara Timur","0358","-10.1054,123.7863","",""
"8185","Outlet Soba","81850364","Soba, Nusa Tenggara Timur","0364","-10.2841,123.7215","",""
"8186","Outlet Kaisalun","81860939","Kaisalun, Nusa Tenggara Timur","0939","-10.3016,123.3573","",""
"8187","Outlet Camplong Kota Satu","8187025","Camplong Kota Satu, Nusa Tenggara Timur","025","-10.0407,123.9233","",""
"8188","Outlet Fatumetan","81880595","Fatumetan, Nusa Tenggara Timur","0595","-9.7403,123.952","",""
